,label,area,major_axis_length,minor_axis_length,solidity,max_intensity,mean_intensity,min_intensity,surface_area_marchingcube
0,1,3024.5640000000003,191.9018915320794,5.738098141940468,0.1845506462278329,1849.0,689.6400651465798,205.0,2274.5729134842695
1,2,2329.998,19.72835734267326,14.29531487799255,0.9122468659594987,4048.0,1693.7494714587738,425.0,1007.4278205355101
2,3,931.014,40.98233970468876,0.0,inf,3975.0,1879.6825396825398,650.0,910.5435784710348
3,4,881.754,43.95138702008511,0.0,inf,7198.0,3463.3128491620114,650.0,882.2779051602747
4,5,3778.242,36.9036683308057,13.866624215595873,0.6814749000444248,3365.0,922.1095176010431,121.0,1765.725824246229
5,6,775.845,20.40497809743198,5.4918905190177325,0.9051724137931034,8220.0,3757.4380952380952,1248.0,547.0338918562679
6,7,7347.129,34.0237520972921,16.733192935094063,0.7870712401055409,15252.0,2894.3831713040563,430.0,2478.3839112676014
7,8,729.048,21.94450198242119,5.459529245992481,0.888888888888889,8530.0,2739.402027027027,820.0,520.4571486392111
8,9,31070.745000000003,53.79860270646311,32.15342989979637,0.6559039151458431,47386.0,5094.820848196591,243.0,7094.008193828732
9,10,2729.004,22.296533769972278,13.995902805464084,0.8986212489862125,12478.0,2128.384476534296,230.0,1146.9913026406148
10,11,485.211,21.83375925169483,0.0,inf,1881.0,1074.5989847715737,427.0,485.4231366861176
11,12,780.7710000000001,19.611299830212268,5.494693685374818,0.8830083565459611,7426.0,2311.11356466877,696.0,548.3920573247592
12,13,3256.0860000000002,27.01002115897923,14.053477824930622,0.8612377850162867,24791.0,4140.391074130106,448.0,1337.1330076201148
13,14,990.126,44.30949151966394,0.0,inf,9070.0,2922.7064676616915,927.0,990.8696931521727
14,15,854.6610000000001,17.618749037670664,9.150613743527492,0.8361445783132531,2725.0,945.6916426512968,337.0,565.7088285023781
15,16,746.289,19.032460851787558,5.442840694056122,0.9154078549848942,7358.0,3249.2871287128714,639.0,520.604781849373
16,17,3265.938,36.12561223359819,11.315600865817077,0.8080438756855576,15628.0,3968.7541478129715,864.0,1541.035551102982
17,18,209.35500000000002,16.814082943948517,1.3328003749250113e-07,inf,8955.0,3417.4117647058824,1225.0,236.2761413369239
18,19,35691.333,58.61480587956476,33.30814006775929,0.8214852607709751,16980.0,4075.2282106134844,500.0,7112.956157225284
19,20,24464.979,58.22084052366553,28.496112706680712,0.8069049553208772,11650.0,3598.0131883620256,395.0,5364.530331916877
20,21,455.65500000000003,30.127423503266154,0.0,inf,3651.0,1270.464864864865,498.0,480.33658270730143
21,22,5376.729,29.091643734341666,17.1766105725695,0.8990939044481056,2786.0,913.6573522675218,238.0,1809.664215960403
22,23,1788.1380000000001,65.78923761018984,5.38580704017239,0.3892761394101877,8073.0,2468.7727272727275,545.0,1418.8571276512807
23,24,682.251,25.73131339474603,5.435265282676213,0.8656249999999999,4156.0,1258.667870036101,495.0,515.4080507584847
24,25,502.452,25.881291916742327,5.4290875662986515,0.8360655737704918,2562.0,982.2549019607843,445.0,420.18005808773313
25,26,2288.127,26.467948663731704,11.555705285212255,0.8747645951035781,6118.0,1412.8223896663078,427.0,1074.8545013008734
26,27,2366.943,27.22401933177569,11.664751868386206,0.7443841982958946,17361.0,5904.147762747139,1528.0,1263.4434543927948
27,28,8255.976,33.68816226249699,20.70550255564379,0.8802521008403361,8068.0,1648.2001789976134,345.0,2433.5899773867295
28,29,26762.958000000002,53.08275328701728,27.48320826161564,0.8346904286372715,12688.0,3037.448923246825,419.0,5604.046898467867
29,30,1327.557,23.724341674516534,8.66158490428263,0.9439579684763573,1453.0,768.2244897959183,353.0,720.3413899688412
30,31,1041.849,17.985343694189744,8.394283565593518,0.9116379310344827,2920.0,977.9787234042553,267.0,603.9582546424878
31,32,2684.67,22.51817236538906,15.078643673982473,0.7808022922636103,7712.0,1420.8449541284403,407.0,1218.6625530690912
32,33,44040.903,75.90188053754606,36.74874923797471,0.6599372577966414,16989.0,3538.7342989765675,523.0,9687.343406980925
33,34,684.714,22.441364699274907,0.0,inf,1877.0,1116.9244604316548,764.0,667.0291992993025
34,35,2150.199,24.11916388175273,11.485757965178763,0.9141361256544503,8475.0,1918.3367697594501,278.0,990.9506050118616
35,36,123.15,16.991474040845198,0.0,inf,6774.0,3876.54,1995.0,159.64308420362494
36,37,6152.5740000000005,35.52670047441562,15.811796537183712,0.6778833107191317,38280.0,8958.506004803843,824.0,2345.479177352572
37,38,1684.692,20.25656428359113,11.262699365668745,0.8964613368283093,1682.0,543.1169590643275,170.0,852.9549468983075
38,39,5576.232,42.50481272339879,13.211211235751204,0.807994289793005,12781.0,3226.4328621908126,803.0,2241.3954514694824
39,40,238.911,19.8056753854861,0.0,inf,4594.0,2722.6082474226805,1246.0,267.455260668868
40,41,1551.69,32.498461383284045,5.453003843664577,0.8961593172119489,10179.0,3788.1650793650792,1255.0,974.6416626977375
41,42,59983.902,64.30723568803597,38.9691986893428,0.822575742223123,16472.0,3477.123224111029,448.0,9920.602469777703
42,43,881.754,18.82114968267094,5.492538409380603,0.9445910290237467,12433.0,6182.075418994414,2682.0,587.2324488480581
43,44,1270.9080000000001,21.411509297001963,8.650251214303342,0.9052631578947369,1530.0,653.5426356589147,290.0,708.77224277741
44,45,588.657,27.670552655054944,1.884864366154897e-07,inf,11371.0,5207.958158995816,2659.0,589.3223080860145
45,46,960.57,28.05620662777649,8.148154101919921,0.7065217391304348,12509.0,4663.223076923077,1260.0,673.4492694582157
